,payment_id,payment_datetime,order_id,total_amount,payment_method,payment_status,billing_address,shipping_address,payment_channel,tax_amount
2486,2526.0,2022-01-16 06:47:54,52543,0.0,Chuyển khoản ngân hàng,Hủy bỏ,"1283/440, Nguyễn Văn Trỗi, Phường Bình Trưng Đông, Quận 5, Bình Dương, Việt Nam","75/62/97/134/136, Cống Lở, Phường Linh Chiểu, Quận 2, Hà Nội, Việt Nam",Redeemed Points,0.0
2487,2527.0,2020-10-25 13:51:47,64709,72000.0,Thanh toán qua ví điện tử,Đã thanh toán,"364/93/48, Lê Văn Phan, Phường 10, Quận 1, Lạng Sơn, Việt Nam","287/81/64/71, Phan Đăng Lưu, Phường An Cư, Phúc Thọ, Bình Dương, Việt Nam",Online,0.0
2488,2528.0,2014-10-10 22:23:53,44615,900000.0,Thanh toán qua ví điện tử,Hủy bỏ,"2642/95/54S, Võ Thị Sáu, Phường Linh Đông, Đông Anh, Đà Nẵng, Việt Nam","1/98/173j, Huỳnh Thúc Kháng, Phường An Hòa, Mỹ Đức, Hà Tĩnh, Việt Nam",Thẻ thành viên,0.0
2489,2529.0,2022-01-08 10:27:24,33900,225000.0,Chuyển khoản ngân hàng,Đã thanh toán,"1288/67/154/236, Trần Quốc Thảo, Phường Bình Khánh, Hòa Bình, Cần Thơ, Việt Nam","666/40/122/103/101, Nguyễn Văn Trỗi, Phường Bình Khánh, Quận Tân Bình, Hà Nội, Việt Nam",Online,38250.0
2490,2530.0,2022-03-18 13:52:30,27642,1100000.0,Chuyển khoản ngân hàng,Hủy bỏ,"2921/18/73/9/327, Bà Huyện Thanh Quan, Phường Bình Trưng Đông, Long Biên, Hà Nam, Việt Nam","2069/359, Hoàng Văn Thụ, Phường Thủ Thiêm, Quận 8, Quảng Ninh, Việt Nam",POS,187000.0
2491,2531.0,2020-11-05 08:31:07,86430,0.0,Tiền mặt,Đã thanh toán,"402/492, Đường Bạch Đằng, Phường 1, Quốc Oai, Hồ Chí Minh, Việt Nam","1270/75/199/201/251, Đường Số 1, Phường An Khánh, Hai Bà Trưng, Bình Dương, Việt Nam",Redeemed Points,0.0
2492,2532.0,2022-12-23 14:45:23,95666,0.0,Thanh toán qua ví điện tử,Đang xử lý,"1396/12/119/13k, Lê Quý Đôn, Phường An Phú Đông, Quận 1, Tiền Giang, Việt Nam","831/360, Đường Số 2, Phường An Phú, Phú Thọ, Hải Phòng, Việt Nam",POS,0.0
2493,2533.0,2020-01-16 19:36:18,29358,0.0,Tiền mặt,Đang xử lý,"664/22/142, Trương Định, Phường An Lợi Đông, Đống Đa, Phú Thọ, Việt Nam","2843/963, Đường Số 3, Phường An Phú, Quận Gò Vấp, Cần Thơ, Việt Nam",Online,0.0
2494,2534.0,2022-12-25 19:38:44,74713,0.0,Thẻ tín dụng,Thất bại,"2002/42, Ngô Đức Kế, Phường An Khánh, Quận 8, Bà Rịa - Vũng Tàu, Việt Nam","2528/640, Lê Thị Riêng, Phường 1, Quận Tân Phú, Bình Dương, Việt Nam",Thẻ thành viên,0.0
2495,2535.0,2022-08-23 07:14:23,53799,0.0,Chuyển khoản ngân hàng,Đã thanh toán,"1964/611, Đường Số 4, Phường An Lợi Đông, Quận 4, Hồ Chí Minh, Việt Nam","2136/30/168/130/14C, Lê Lai, Phường 9, Gia Lâm, Bình Dương, Việt Nam",Online,0.0
2496,2536.0,2022-12-15 08:49:38,78691,490000.0,Thẻ tín dụng,Đang chờ xử lý,"2633/283, Cô Giang, Phường 1, Long Biên, Tuyên Quang, Việt Nam","754/37/23/279/42, Bùi Thị Xuân, Phường An Lạc, Chương Mỹ, Hải Phòng, Việt Nam",Online,24500.0
2497,2537.0,2022-03-31 17:07:23,16113,72000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2795/43/67/259, Mạc Đĩnh Chi, Phường Tam Bình, Quận 8, Bình Dương, Việt Nam","265/617, Đường Số 10, Phường An Phú, Sơn Tây, Hậu Giang, Việt Nam",Thẻ thành viên,10800.0
2498,2538.0,2022-12-03 21:47:42,67988,0.0,Thẻ tín dụng,Đã thanh toán,"2023/4/98/70/363, Hai Bà Trưng, Phường Cát Lái, Quận Tân Phú, Hà Nam, Việt Nam","2200/84/70, Bà Huyện Thanh Quan, Phường Tam Phú, Thanh Trì, Cần Thơ, Việt Nam",Online,0.0
2499,2539.0,2022-01-06 23:28:48,26311,169470000.0,Thanh toán qua ví điện tử,Đang xử lý,"1679/14/99/47, Cống Quỳnh, Phường An Phú Đông, Quận 3, Hà Nội, Việt Nam","473/31/187/58/37N, Nhiêu Tứ, Phường Cát Lái, Quận 1, Bình Phước, Việt Nam",Online,20336400.0
2500,2540.0,2022-05-10 01:28:15,72193,0.0,Chuyển khoản ngân hàng,Đã thanh toán,"2790/91/197, Phố Trần Phú, Phường Trường Thọ, Quận 12, Đà Nẵng, Việt Nam","18/84/25/250/31, Lê Quý Đôn, Phường An Phú Đông, Thanh Trì, Hà Nội, Việt Nam",POS,0.0
2501,2541.0,2022-05-21 05:52:40,59873,0.0,Thẻ tín dụng,Đã thanh toán,"1760/22/44/187, Cô Giang, Phường An Lạc, Hà Đông, Quảng Bình, Việt Nam","1708/42/91/176/144l, Nguyễn Đình Chiểu, Phường 5, Quận 4, Hà Nội, Việt Nam",Online,0.0
2502,2542.0,2021-10-03 16:42:05,71067,0.0,Chuyển khoản ngân hàng,Đang xử lý,"1867/26/61, Lê Đức Thọ, Phường An Cư, Tây Hồ, Lào Cai, Việt Nam","918/59/188/16/387a, Đường Số 4, Phường 12, Hai Bà Trưng, Hà Nội, Việt Nam",Online,0.0
2503,2543.0,2022-12-02 08:54:50,47424,2070000.0,Tiền mặt,Đang chờ xử lý,"2872/522, Huỳnh Thúc Kháng, Phường 6, Sóc Sơn, Hà Nội, Việt Nam","104/29/15/218I, Võ Thị Sáu, Phường An Cư, Phú Thọ, Bình Dương, Việt Nam",Online,207000.0
2504,2544.0,2018-11-19 08:09:25,99200,0.0,Thanh toán qua ví điện tử,Đã hoàn tiền,"1854/82/41/248/17j, Lý Chính Thắng, Phường Trường Thọ, Hai Bà Trưng, Hồ Chí Minh, Việt Nam","110/878, Cống Lở, Phường Bình Trưng Đông, Quận 2, Hưng Yên, Việt Nam",POS,0.0
2505,2545.0,2022-12-16 14:13:36,48634,200000.0,Thanh toán qua cổng thanh toán trực tuyến,Đã thanh toán,"767/21/132/197/229, Đường Số 8, Phường Bình Trưng Tây, Quận 11, Trà Vinh, Việt Nam","362/87/40/59/184, Hai Bà Trưng, Phường An Lợi Đông, Quận 6, Hồ Chí Minh, Việt Nam",Online,6000.0
2506,2546.0,2022-12-16 14:05:36,86541,1890000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang xử lý,"1104/67/101/72/194, Đường Số 9, Phường An Phú Đông, Hoàng Mai, Bắc Giang, Việt Nam","613/597, Lê Thị Hồng Gấm, Phường 4, Quận 11, Hải Phòng, Việt Nam",Online,207900.0
2507,2547.0,2022-12-16 14:02:36,80095,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"2836/70/79r, Võ Văn Kiệt, Phường An Cư, Quận 5, Hải Phòng, Việt Nam","782/37/169, Cô Giang, Phường Linh Trung, Bắc Từ Liêm, Hồ Chí Minh, Việt Nam",Online,0.0
2508,2548.0,2022-12-16 14:09:36,82489,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"316/15/81/14/219, Lý Chính Thắng, Phường Tam Phú, Quận 12, Thái Nguyên, Việt Nam","1680/10/170w, Đinh Tiên Hoàng, Phường Bình Trưng Đông, Tây Hồ, Bình Phước, Việt Nam",POS,0.0
2509,2549.0,2022-12-27 22:09:28,12250,1200000.0,Thẻ tín dụng,Đang xử lý,"702/67/51p, Trần Hưng Đạo, Phường 9, Quận 2, Tuyên Quang, Việt Nam","2098/96/36/134/314X, Phố Nguyễn Thị B, Phường An Phú Đông, Ba Vì, Cao Bằng, Việt Nam",Thẻ thành viên,0.0
2510,2550.0,2022-11-09 10:40:56,44503,560000.0,Chuyển khoản ngân hàng,Hủy bỏ,"1999/24/19/118/249c, Cô Bắc, Phường 3, Quận 7, Bình Dương, Việt Nam","330/466, Đường Bạch Đằng, Phường Linh Đông, Quận 1, Cà Mau, Việt Nam",Online,28000.0
2511,2551.0,2021-05-15 02:29:40,66272,244860000.0,Tiền mặt,Đang xử lý,"900/47/137, Trần Quang Khải, Phường 2, Thanh Oai, Hồ Chí Minh, Việt Nam","1340/42/152/96/228, Nguyễn Đình Chiểu, Phường 11, Quận Phú Nhuận, Hồ Chí Minh, Việt Nam",Thẻ thành viên,46523400.0
2512,2552.0,2021-01-06 14:32:45,11757,0.0,Chuyển khoản ngân hàng,Đang xử lý,"1167/83/90/158/385j, Đường Số 1, Phường Thảo Điền, Mỹ Đức, Hồ Chí Minh, Việt Nam","2853/51/131A, Lê Duẩn, Phường 1, Quốc Oai, Kon Tum, Việt Nam",Online,0.0
2513,2553.0,2022-07-24 07:23:46,66408,107880000.0,Thẻ tín dụng,Đang xử lý,"1724/74/154X, Đường Số 9, Phường 3, Phúc Thọ, Bến Tre, Việt Nam","1634/52/45/39, Hoàng Sa, Phường Linh Chiểu, Quận Bình Thạnh, Hải Phòng, Việt Nam",Redeemed Points,4315200.0
2514,2554.0,2022-07-24 07:18:46,86137,0.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"734/982, Hồ Tùng Mậu, Phường Linh Đông, Thanh Oai, Đà Nẵng, Việt Nam","85/75/131g, Tô Hiến Thành, Phường Bình Khánh, Sóc Sơn, Hải Phòng, Việt Nam",Online,0.0
2515,2555.0,2022-07-24 07:20:46,13361,130000.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"2469/27/95T, Huỳnh Thúc Kháng, Phường Bình An, Long Biên, Đà Nẵng, Việt Nam","1228/51/38, Võ Duy Ninh, Phường 12, Quận Thủ Đức, Bà Rịa - Vũng Tàu, Việt Nam",Redeemed Points,5200.0
2516,2556.0,2022-12-26 19:52:08,41125,0.0,Thẻ ghi nợ,Đã thanh toán,"2293/63, Đồng Khởi, Phường Bình Khánh, Hoàng Mai, Hồ Chí Minh, Việt Nam","2181/734, Phố Trịnh Đình C, Phường Linh Xuân, Quận Phú Nhuận, Yên Bái, Việt Nam",POS,0.0
2517,2557.0,2022-05-12 02:37:52,64081,119344000.0,Thẻ tín dụng,Đã thanh toán,"2515/11/56/45, Hoàng Văn Thụ, Phường An Cư, Tây Hồ, Hà Nội, Việt Nam","927/96/69/276/239, Đồng Khởi, Phường Linh Xuân, Thạch Thất, Bà Rịa - Vũng Tàu, Việt Nam",Online,20288480.0
2518,2558.0,2021-02-27 22:23:53,94382,50000.0,Chuyển khoản ngân hàng,Đang xử lý,"148/20/157/88, Đặng Tất, Phường Linh Chiểu, Quận Phú Nhuận, Hồ Chí Minh, Việt Nam","2996/356, Đặng Tất, Phường Linh Trung, Hòa Bình, Cần Thơ, Việt Nam",Online,1000.0
2519,2559.0,2021-01-31 11:47:21,92149,375000.0,Thẻ tín dụng,Chưa thanh toán,"741/310, Cống Quỳnh, Phường 8, Quận 7, Bình Dương, Việt Nam","2305/73/22/106/80C, Đường Hùng Vương, Phường Linh Đông, Nam Từ Liêm, Kiên Giang, Việt Nam",POS,0.0
2520,2560.0,2022-04-01 22:52:13,23525,0.0,Thẻ tín dụng,Đang xử lý,"2164/49/125/126, Lê Lai, Phường Thủ Thiêm, Quận 6, Hồ Chí Minh, Việt Nam","795/20/115/91, Nguyễn Thị Minh Khai, Phường Linh Trung, Long Biên, Ninh Thuận, Việt Nam",Online,0.0
2521,2561.0,2022-12-06 07:16:53,91764,20000.0,Chuyển khoản ngân hàng,Chưa thanh toán,"1027/645, Đường Số 2, Phường Linh Trung, Thanh Trì, Hồ Chí Minh, Việt Nam","2280/88/41/134, Đường Võ Văn C, Phường 6, Quận 12, Hà Tĩnh, Việt Nam",Redeemed Points,1000.0
2522,2562.0,2022-12-06 07:20:53,16194,108000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"2288/76/90/83q, Đường Số 4, Phường 11, Cầu Giấy, Đà Nẵng, Việt Nam","1363/47/171K, Lê Thị Riêng, Phường An Khánh, Quận 2, Hồ Chí Minh, Việt Nam",POS,18360.0
2523,2563.0,2022-12-06 07:17:53,63717,0.0,Tiền mặt,Đang xử lý,"1517/816, Điện Biên Phủ, Phường 8, Quận Phú Nhuận, Đà Nẵng, Việt Nam","1051/100/116B, Điện Biên Phủ, Phường 6, Long Biên, Bà Rịa - Vũng Tàu, Việt Nam",Thẻ thành viên,0.0
2524,2564.0,2022-06-19 08:05:10,89833,210000.0,Thẻ tín dụng,Đang chờ xử lý,"2668/74/106k, Hai Triều, Phường Tam Phú, Quận 12, Bà Rịa - Vũng Tàu, Việt Nam","2894/54/191/213, Nguyễn Thị Minh Khai, Phường Thảo Điền, Quận 2, Hà Nội, Việt Nam",Redeemed Points,18900.0
2525,2565.0,2020-04-12 19:34:09,34064,250000.0,Thẻ tín dụng,Đang xử lý,"1987/263, Điện Biên Phủ, Phường Linh Xuân, Quận 8, Bình Phước, Việt Nam","2612/25/199/37h, Hồ Tùng Mậu, Phường Linh Trung, Quận 10, Bình Phước, Việt Nam",Thẻ thành viên,45000.0
2526,2566.0,2014-04-10 03:36:08,26538,25000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"1423/36/174, Hai Bà Trưng, Phường An Hòa, Ba Đình, Hải Phòng, Việt Nam","2293/604, Trương Định, Phường An Phú Đông, Quận 9, Hồ Chí Minh, Việt Nam",Online,3750.0
2527,2567.0,2022-02-19 05:03:59,44006,0.0,Thanh toán qua ví điện tử,Đang xử lý,"2881/8/119/43, Bùi Hữu Nghĩa, Phường 1, Đan Phượng, Hà Nội, Việt Nam","1427/83, Đường Lê Văn D, Phường Tam Phú, Hà Đông, Hải Phòng, Việt Nam",Online,0.0
2528,2568.0,2021-02-08 10:57:49,41774,0.0,Thẻ tín dụng,Đang xử lý,"1488/362, Phan Đình Phùng, Phường 2, Quận 8, Đà Nẵng, Việt Nam","2089/72/7I, Đường Số 4, Phường Bình Trưng Đông, Gia Lâm, Đà Nẵng, Việt Nam",Redeemed Points,0.0
2529,2569.0,2022-12-24 07:45:25,15266,0.0,Tiền mặt,Đã thanh toán,"2129/89/196V, Phố Nguyễn Thị B, Phường An Lạc, Quận 7, Lai Châu, Việt Nam","413/878, Cách Mạng Tháng Tám, Phường Bình Khánh, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Online,0.0
2530,2570.0,2020-04-28 14:15:19,79739,360000.0,Thẻ tín dụng,Đang chờ xử lý,"2840/148, Cô Bắc, Phường An Phú Đông, Mỹ Đức, Bà Rịa - Vũng Tàu, Việt Nam","2411/63/145, Cách Mạng Tháng Tám, Phường 10, Phúc Thọ, Yên Bái, Việt Nam",Online,10800.0
2531,2571.0,2022-12-06 22:41:26,77957,40000.0,Chuyển khoản ngân hàng,Đang chờ xử lý,"1403/180, Bùi Thị Xuân, Phường Tam Bình, Phúc Thọ, Đà Nẵng, Việt Nam","1712/838, Cống Lở, Phường 5, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Online,0.0
2532,2572.0,2022-09-11 02:40:10,26794,0.0,Thanh toán qua ví điện tử,Chưa thanh toán,"386/759, Phan Đăng Lưu, Phường An Lạc, Bắc Từ Liêm, Đà Nẵng, Việt Nam","1880/93/70/117n, Lê Văn Sỹ, Phường Linh Đông, Sóc Sơn, Hà Nội, Việt Nam",Online,0.0
2533,2573.0,2021-06-18 15:06:38,69064,0.0,Thẻ tín dụng,Đang xử lý,"1733/715, Võ Văn Tần, Phường 4, Gia Lâm, Cần Thơ, Việt Nam","847/92/157/119/74, Hồ Hảo Hớn, Phường An Lạc, Quận 9, Cần Thơ, Việt Nam",Online,0.0
2534,2574.0,2015-01-02 04:18:44,33589,0.0,Thanh toán qua ví điện tử,Chưa thanh toán,"2235/320, Võ Văn Kiệt, Phường 11, Quốc Oai, Hồ Chí Minh, Việt Nam","2177/24/94/125, Trường Sa, Phường An Phú, Quận 8, Hải Dương, Việt Nam",Thẻ thành viên,0.0
2535,2575.0,2015-01-02 04:21:44,65902,0.0,Thanh toán qua ví điện tử,Đang chờ xử lý,"408/15, Lê Thánh Tôn, Phường An Cư, Sóc Sơn, Đà Nẵng, Việt Nam","2764/39/108, Phan Đình Phùng, Phường 9, Chương Mỹ, Hải Phòng, Việt Nam",Redeemed Points,0.0
2536,2576.0,2022-12-29 00:39:27,92897,0.0,Thanh toán trả góp,Chưa thanh toán,"2333/98/30/10, Trần Quang Khải, Phường Bình Khánh, Thanh Xuân, Hải Phòng, Việt Nam","950/41/59, Nguyễn Văn Trỗi, Phường Bình An, Đông Anh, Bình Định, Việt Nam",Redeemed Points,0.0
2537,2577.0,2019-06-19 09:44:51,46141,25000000.0,Thẻ ghi nợ,Đang xử lý,"79/96/147u, Đường Số 4, Phường 1, Bắc Từ Liêm, Hà Nội, Việt Nam","1482/57/109/206/133, Đường Số 6, Phường Linh Xuân, Thanh Oai, Bình Dương, Việt Nam",Online,1000000.0
2538,2578.0,2020-01-06 17:32:50,68297,32000000.0,Thẻ tín dụng,Hủy bỏ,"1851/28, Đặng Văn Ngữ, Phường Bình Khánh, Cầu Giấy, Bến Tre, Việt Nam","1591/74/79/104/292g, Lê Lai, Phường Linh Trung, Ba Đình, Nghệ An, Việt Nam",Thẻ thành viên,4800000.0
2539,2579.0,2021-10-13 13:06:29,88800,360490000.0,Thẻ ghi nợ,Đã thanh toán,"2094/6/22/215/331r, Tô Hiến Thành, Phường 12, Hà Đông, Đồng Tháp, Việt Nam","2687/66/136/165I, Lê Quý Đôn, Phường Tam Bình, Quận 4, Hà Nội, Việt Nam",Online,18024500.0
2540,2580.0,2020-12-16 08:22:42,76083,1650000.0,Tiền mặt,Chưa thanh toán,"306/171, Nguyễn Văn Giai, Phường Bình Trưng Tây, Gia Lâm, Bình Phước, Việt Nam","900/54/85, Huỳnh Thúc Kháng, Phường Linh Xuân, Hà Đông, Đà Nẵng, Việt Nam",Online,181500.0
2541,2581.0,2022-05-05 10:09:28,48087,329000.0,Chuyển khoản ngân hàng,Chưa thanh toán,"1467/74/59/300/398m, Đường Võ Văn C, Phường Bình An, Mỹ Đức, Hồ Chí Minh, Việt Nam","2862/32/61/131q, Bùi Thị Xuân, Phường Linh Trung, Quận 3, Hồ Chí Minh, Việt Nam",Online,26320.0
2542,2582.0,2022-01-30 05:12:18,47220,0.0,Tiền mặt,Đã thanh toán,"2639/22/162, Cô Bắc, Phường An Lợi Đông, Long Biên, Hồ Chí Minh, Việt Nam","1167/59/25/64, Vĩnh Viễn, Phường 3, Quận 6, Hà Nội, Việt Nam",Online,0.0
2543,2583.0,2022-01-30 05:20:18,38166,7693000.0,Thẻ tín dụng,Đã thanh toán,"943/40/171, Võ Văn Kiệt, Phường Bình Khánh, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","623/38/54/135, Trần Hưng Đạo, Phường Bình Trưng Đông, Quận Thủ Đức, Quảng Ninh, Việt Nam",Thẻ thành viên,923160.0
2544,2584.0,2022-01-30 05:10:18,57033,16495000.0,Thẻ tín dụng,Đang chờ xử lý,"1034/1/47, Trương Đăng Quế, Phường An Lạc, Quận 2, Tiền Giang, Việt Nam","174/58/20Z, Trương Đăng Quế, Phường An Lạc, Thanh Trì, Hà Nội, Việt Nam",POS,989700.0
2545,2585.0,2022-01-30 05:17:18,15262,0.0,Thẻ tín dụng,Đang chờ xử lý,"1346/41/118/154/33t, Hồ Văn Huê, Phường An Khánh, Quận 9, Hà Nội, Việt Nam","2173/932, Đường Số 4, Phường 11, Chương Mỹ, Hồ Chí Minh, Việt Nam",Online,0.0
2546,2586.0,2022-09-22 03:00:57,93154,0.0,Chuyển khoản ngân hàng,Đang xử lý,"2603/29/9N, Cách Mạng Tháng Tám, Phường Thảo Điền, Thanh Oai, Hà Nội, Việt Nam","1937/55/67/121/357c, Tô Hiến Thành, Phường 1, Chương Mỹ, Hồ Chí Minh, Việt Nam",Online,0.0
2547,2587.0,2019-11-18 18:56:54,28651,56000000.0,Chuyển khoản ngân hàng,Đã thanh toán,"2468/37/58/76/322v, Trường Sa, Phường 12, Quận Tân Phú, Cần Thơ, Việt Nam","2452/33/109P, Nguyễn Đức Cảnh, Phường 2, Nam Từ Liêm, Hà Nội, Việt Nam",POS,2800000.0
2548,2588.0,2018-03-19 20:35:38,27169,1424000.0,Thanh toán qua ví điện tử,Đang xử lý,"193/49/41, Lý Văn Phức, Phường Trường Thọ, Đông Anh, Bình Dương, Việt Nam","192/91/46L, Đường Bạch Đằng, Phường Bình Trưng Tây, Quận Bình Thạnh, Bình Phước, Việt Nam",Online,170880.0
2549,2589.0,2022-01-02 15:16:46,12021,0.0,Thẻ tín dụng,Đang xử lý,"161/39/49/274/245, Tô Hiến Thành, Phường An Phú Đông, Sóc Sơn, Quảng Trị, Việt Nam","351/10/51/40/21, Cô Bắc, Phường 3, Phú Thọ, Bình Thuận, Việt Nam",Online,0.0
2550,2590.0,2022-11-20 20:39:15,46896,9580000.0,Tiền mặt,Chưa thanh toán,"975/79/32/110G, Huỳnh Thúc Kháng, Phường 3, Mỹ Đức, Bình Dương, Việt Nam","2445/97/46, Võ Văn Tần, Phường 6, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Online,0.0
2551,2591.0,2020-01-03 23:43:15,26410,239920000.0,Thẻ tín dụng,Hủy bỏ,"564/82/164/244/308, Trần Huy Liệu, Phường 9, Thanh Xuân, Hồ Chí Minh, Việt Nam","1222/52/140/150, Hai Bà Trưng, Phường Cát Lái, Quận 10, Ninh Bình, Việt Nam",Redeemed Points,33588800.0
2552,2592.0,2022-01-30 02:04:06,63370,30000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"1515/88/142/219, Trần Hưng Đạo, Phường 9, Quận 3, Hà Nội, Việt Nam","2853/289, Đồng Khởi, Phường Linh Xuân, Thạch Thất, Bình Phước, Việt Nam",Thẻ thành viên,0.0
2553,2593.0,2018-03-19 09:20:35,29063,0.0,Chuyển khoản ngân hàng,Thất bại,"2447/769, Đồng Khởi, Phường 11, Hà Đông, Hà Nội, Việt Nam","1320/86/19/103, Nguyễn Đình Chiểu, Phường Thảo Điền, Quận 10, Yên Bái, Việt Nam",Online,0.0
2554,2594.0,2022-12-17 16:52:19,60844,245000.0,Chuyển khoản ngân hàng,Đang xử lý,"715/16/53/267/356, Trần Quang Khải, Phường Bình Trưng Đông, Quận Tân Phú, Cần Thơ, Việt Nam","793/878, Đinh Tiên Hoàng, Phường An Lạc, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Thẻ thành viên,34300.0
2555,2595.0,2022-12-21 07:48:38,47027,0.0,Thẻ tín dụng,Đang xử lý,"1190/95/169, Phố Trần Phú, Phường Thủ Thiêm, Phú Thọ, Hồ Chí Minh, Việt Nam","1113/15/111, Đường Số 7, Phường An Lợi Đông, Chương Mỹ, Đà Nẵng, Việt Nam",Online,0.0
2556,2596.0,2022-12-21 18:38:09,80335,0.0,Thẻ tín dụng,Đang xử lý,"2798/74/52/110, Nguyễn Đình Chiểu, Phường An Lạc, Sóc Sơn, Đắk Nông, Việt Nam","1429/20/99/183/227, Điện Biên Phủ, Phường Bình Trưng Tây, Nam Từ Liêm, Sơn La, Việt Nam",Online,0.0
2557,2597.0,2022-02-12 14:57:57,84083,100000.0,Thẻ tín dụng,Thất bại,"2553/27/38/198/320, Hai Bà Trưng, Phường 3, Thanh Xuân, Bình Dương, Việt Nam","2790/43/121/120/157, Cống Lở, Phường 12, Quận Tân Bình, Đà Nẵng, Việt Nam",Redeemed Points,0.0
2558,2598.0,2018-03-03 10:42:35,76589,325000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"2127/375, Trần Quang Diệu, Phường Bình Trưng Đông, Chương Mỹ, Đà Nẵng, Việt Nam","983/6/75/265/344, Lê Lợi, Phường Bình An, Tây Hồ, Hồ Chí Minh, Việt Nam",Redeemed Points,55250.00000000001
2559,2599.0,2022-12-12 02:57:31,36373,0.0,Thẻ tín dụng,Hủy bỏ,"612/60/31/273/227y, Lý Văn Phức, Phường An Phú, Quận 7, Nghệ An, Việt Nam","1229/30/175/200/394g, Lê Duẩn, Phường Linh Xuân, Quận 7, Đắk Lắk, Việt Nam",Online,0.0
2560,2600.0,2022-04-28 00:05:32,73172,95000.0,Thanh toán qua cổng thanh toán trực tuyến,Đang chờ xử lý,"2646/92/86/8w, Trần Quang Khải, Phường Bình Trưng Đông, Quận 12, Quảng Ngãi, Việt Nam","2589/16/9/41/278Z, Lê Thị Riêng, Phường 7, Quận 1, Bà Rịa - Vũng Tàu, Việt Nam",Redeemed Points,18050.0
2561,2601.0,2021-10-09 11:35:54,65677,35000.0,Chuyển khoản ngân hàng,Đang xử lý,"2425/238, Nguyễn Đức Cảnh, Phường Bình Trưng Đông, Tây Hồ, Cần Thơ, Việt Nam","812/195, Đường Số 9, Phường Bình Trưng Tây, Quận 4, Bình Phước, Việt Nam",Online,2800.0
2562,2602.0,2022-03-24 08:55:10,39851,0.0,Thẻ tín dụng,Hủy bỏ,"2310/66/28/216/382, Cách Mạng Tháng Tám, Phường 3, Hà Đông, Hồ Chí Minh, Việt Nam","7/220, Nguyễn Thị Minh Khai, Phường 6, Phúc Thọ, Đà Nẵng, Việt Nam",POS,0.0
2563,2603.0,2022-06-16 21:07:15,83386,150000.0,Thanh toán qua ví điện tử,Chưa thanh toán,"2067/439, Đường Số 5, Phường Linh Tây, Thanh Xuân, Cần Thơ, Việt Nam","1430/34, Lê Văn Phan, Phường Bình Khánh, Hoàng Mai, Hồ Chí Minh, Việt Nam",Online,13500.0
2564,2604.0,2022-10-28 05:11:00,72880,228000.0,Thẻ tín dụng,Đang chờ xử lý,"62/8/72Z, Điện Biên Phủ, Phường 1, Quận 5, Đồng Tháp, Việt Nam","1958/73/185/56/67O, Trần Hưng Đạo, Phường Linh Tây, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Thẻ thành viên,38760.0
2565,2605.0,2022-03-07 07:51:24,17303,0.0,Thanh toán qua ví điện tử,Đang xử lý,"2455/39/94/271c, Trương Định, Phường Linh Đông, Ba Đình, Hà Nội, Việt Nam","481/37/82F, Phan Đình Phùng, Phường Bình Trưng Tây, Thạch Thất, Hồ Chí Minh, Việt Nam",Online,0.0
2566,2606.0,2021-12-19 23:21:37,75699,0.0,Thanh toán qua ví điện tử,Đang xử lý,"1357/6/184B, Lý Chính Thắng, Phường Tam Phú, Hòa Bình, Hồ Chí Minh, Việt Nam","2968/96/181/208p, Đặng Văn Ngữ, Phường Cát Lái, Bắc Từ Liêm, Quảng Trị, Việt Nam",POS,0.0
2567,2607.0,2020-09-10 21:17:40,10150,0.0,Thẻ tín dụng,Đang xử lý,"741/70/115C, Đường Số 10, Phường Tam Bình, Quận 6, Cần Thơ, Việt Nam","2870/10/190/95/65, Trần Quang Khải, Phường An Lợi Đông, Thanh Oai, Ninh Bình, Việt Nam",Online,0.0
2568,2608.0,2019-12-03 18:10:33,24324,0.0,Chuyển khoản ngân hàng,Chưa thanh toán,"2875/600, Cống Lở, Phường 12, Quận 6, Lạng Sơn, Việt Nam","2942/71/147/184, Nguyễn Du, Phường Thảo Điền, Đống Đa, Yên Bái, Việt Nam",Redeemed Points,0.0
2569,2609.0,2022-12-30 08:22:47,73262,375000.0,Chuyển khoản ngân hàng,Đã thanh toán,"2757/890, Trần Quang Diệu, Phường An Hòa, Quận Gò Vấp, Hà Nội, Việt Nam","2024/464, Trần Quốc Thảo, Phường Linh Tây, Quận Tân Bình, Hà Nội, Việt Nam",Online,11250.0
