,customer_id,property_type,property_value,property_address,purchase_date,mortgage_status,mortgage_lender,mortgage_amount
181,2060,Đất nền,2878166732.232892,"12143 Reeves Islands Suite 965
Mariomouth, KY 30339",2023-04-28,Đang vay,XYZ Credit,699196102.3423116
182,2506,Biệt thự,1985187247.640132,"64460 Hayes Pine
North Brittney, UT 86402",2019-06-04,Đang vay,XYZ Credit,1426862620.4676325
183,2231,Nhà ở,3358681890.552602,"71063 Steven Loop Apt. 810
South Katelynfurt, AK 25459",2019-02-09,Chưa vay,XYZ Credit,1401056821.0531862
184,2232,Căn hộ,2763575517.044118,"3856 Bryce Shores
Davemouth, DC 47700",2020-04-26,Đã trả hết,PQR Mortgage,722517820.5076576
185,2793,Nhà ở,4197757831.7662377,"74886 Bennett Ranch Suite 768
East Robertview, DE 44925",2018-10-14,Đang vay,ABC Bank,1511796237.7262836
186,2287,Đất nền,1710834195.5030367,"045 Michael Lakes Suite 027
South Michele, GA 27756",2021-09-17,Không vay,ABC Bank,331147085.3290361
187,2356,Căn hộ,1010302611.6542332,"30943 Medina Cliffs
Michaelbury, PA 39700",2018-10-11,Đang vay,ABC Bank,759303177.4983758
188,2095,Nhà ở,1849937736.44112,"4668 Jamie Ports
Perryhaven, SC 46382",2023-05-20,Đang vay,MNO Finance,1106291249.3538585
189,2371,Nhà ở,852429830.4740825,"988 Adam Cliff Suite 729
South Sara, AS 89948",2021-03-10,Không vay,MNO Finance,1874040887.2671208
190,2654,Căn hộ,922375757.6823146,"0740 Chambers Crossroad Suite 862
Lake Lori, VA 09658",2019-07-30,Đã trả hết,MNO Finance,115129413.29890642
191,2910,Đất nền,4815281292.56531,"6189 Samantha Mountain
East John, MP 85055",2023-01-24,Chưa vay,MNO Finance,1854331303.5873272
192,2810,Căn hộ,3227721673.7907834,"USS Harrell
FPO AP 92929",2023-03-08,Đã trả hết,PQR Mortgage,273038721.75593007
193,2591,Biệt thự,3039979900.302327,"Unit 2143 Box 0842
DPO AP 41649",2021-01-18,Không vay,MNO Finance,1806806836.4027574
194,2648,Đất nền,2971053824.5667343,"69954 Cannon Flat Apt. 503
New Ryanshire, MP 96252",2019-02-16,Chưa vay,ABC Bank,432778773.88227594
195,2221,Biệt thự,1735222447.341723,"1486 Maldonado Road
Brownshire, ME 13056",2021-09-20,Chưa vay,MNO Finance,1123782590.1417084
196,2968,Đất nền,2629553329.701197,"28924 Brown Squares
Port Nicholasside, AL 75331",2018-11-03,Không vay,ABC Bank,1515339951.2887564
197,2071,Đất nền,2951387211.6781144,"214 Hughes Burg Suite 558
North Kathyside, MS 52026",2019-08-20,Chưa vay,MNO Finance,946425267.2834947
198,2136,Căn hộ,834561047.0371594,"USNV Hamilton
FPO AE 32002",2019-09-27,Đang vay,XYZ Credit,1019735820.5841521
199,2821,Đất nền,2142910148.9384892,"2033 Daniel Roads Suite 250
Dennisshire, VI 98567",2023-02-23,Đã trả hết,XYZ Credit,395648697.11777604
200,2815,Biệt thự,4249085862.031051,"55327 William Overpass Suite 484
Jennyfort, WA 63661",2018-08-05,Không vay,ABC Bank,1955739352.4193017
201,2149,Đất nền,1828815922.148204,"9051 John Viaduct
Trevinomouth, IA 31826",2021-01-05,Chưa vay,ABC Bank,1847394218.6603732
202,2659,Căn hộ,2207778564.5533257,"4669 Barr Well
New Kurthaven, PR 98620",2020-08-31,Chưa vay,PQR Mortgage,157695785.76471403
203,2443,Biệt thự,1742282537.377398,"673 Carr Stravenue Apt. 781
Port Megan, AR 02918",2019-10-30,Đã trả hết,PQR Mortgage,871654229.9909912
204,2474,Nhà ở,946339980.6502266,"29267 Hoffman Knolls
North Joanchester, KY 07657",2022-03-13,Chưa vay,ABC Bank,1643156590.9082038
205,2852,Nhà ở,3143260930.687837,"4909 Brown Forges Suite 633
Swansontown, UT 06415",2020-02-11,Đã trả hết,MNO Finance,1587559995.5684307
206,2582,Đất nền,4109391355.012452,"0074 Perez Spurs
Reynoldsport, KY 59318",2020-02-17,Đang vay,XYZ Credit,300526814.67292786
207,2975,Đất nền,4423985762.253153,"9614 Jason Prairie Suite 218
East Crystal, MD 05103",2018-10-08,Chưa vay,ABC Bank,1841049168.5398164
208,2322,Biệt thự,4458931410.854664,"109 Harper Mills Suite 062
West Kevinton, IN 02052",2021-04-26,Đã trả hết,MNO Finance,1349355186.4398234
209,2920,Nhà ở,3276285566.0686417,"8128 Cory Ports
Merrittside, AS 12891",2018-11-25,Không vay,PQR Mortgage,781614020.1573848
210,2773,Đất nền,2484590884.9825206,"1856 Nathan Cape
Kathrynmouth, RI 78052",2020-08-27,Đang vay,XYZ Credit,206459322.19061717
211,2690,Nhà ở,4511223884.7367115,"49669 Brian Lane
Nicholasshire, ME 26221",2022-05-27,Đang vay,PQR Mortgage,1799392211.0488317
212,2776,Nhà ở,4888395347.613949,"861 James Squares Suite 254
Port Barbaraville, MS 87887",2020-06-07,Chưa vay,PQR Mortgage,1804880940.8955786
213,2393,Căn hộ,2287600634.430812,"PSC 8730, Box 7312
APO AA 68206",2022-09-19,Đang vay,ABC Bank,571872397.7927811
214,2999,Đất nền,3454769772.315586,"2373 Davis Cove Suite 363
West Debraview, CO 92599",2020-07-11,Không vay,PQR Mortgage,802144746.7505019
215,2668,Căn hộ,2443960402.032135,"344 Jennifer Place Suite 105
Lake Christopher, ND 95489",2023-03-03,Không vay,ABC Bank,1185714426.0982246
216,2950,Đất nền,4278862294.282516,"Unit 5041 Box 6826
DPO AP 34029",2021-04-05,Đang vay,ABC Bank,814629366.9028012
217,2112,Nhà ở,3435807286.468422,"USNS Soto
FPO AP 64812",2023-03-20,Đang vay,PQR Mortgage,1555546639.2363098
218,2684,Đất nền,4630812709.777054,"USNS Blackburn
FPO AE 79924",2022-06-11,Đang vay,ABC Bank,1898885931.6983657
219,2020,Biệt thự,2284463660.0384197,"187 Todd Freeway Apt. 038
Zacharyborough, FL 95999",2021-12-28,Đang vay,PQR Mortgage,1984135510.1027758
220,2558,Căn hộ,4919710668.946549,"624 Nancy Walks
New Thomasport, CA 51765",2021-11-11,Đang vay,XYZ Credit,750703381.4383023
221,2245,Nhà ở,3987588591.2300158,"Unit 0222 Box 9803
DPO AE 11039",2018-11-06,Đang vay,XYZ Credit,813798179.5681285
222,2023,Căn hộ,2423413299.474738,"10314 Ortega Trail
South Michael, CT 88603",2018-09-10,Chưa vay,XYZ Credit,1430581134.9872935
223,2708,Nhà ở,1615620663.7005055,"723 George Meadow
East Marisa, ID 69899",2019-12-15,Không vay,ABC Bank,1177323992.7246237
224,2050,Biệt thự,903584029.673274,"859 Fisher Falls Apt. 754
Port Jeffrey, MS 50451",2018-09-02,Chưa vay,PQR Mortgage,185461087.9598468
225,2531,Căn hộ,3998100519.588273,"PSC 2788, Box 5871
APO AP 56966",2021-10-05,Chưa vay,MNO Finance,986215745.868816
226,2741,Biệt thự,1250141528.8250914,"Unit 2745 Box 7735
DPO AP 32775",2018-08-24,Đang vay,MNO Finance,1564138744.8900023
227,2652,Biệt thự,4964367775.299713,"89387 Lopez Squares
Leestad, HI 80814",2019-05-26,Không vay,XYZ Credit,1427875675.6441274
228,2716,Biệt thự,4137692841.9115944,"06109 Kimberly Brook
Dawnborough, WI 98662",2019-09-23,Không vay,MNO Finance,783982755.717265
229,2156,Đất nền,3050934439.5823574,"5597 Johnson Forks Suite 138
Matthewfort, TX 62930",2021-11-18,Đang vay,ABC Bank,1488972213.0074713
230,2345,Căn hộ,1663108096.6259794,"126 Griffin Fields
Jessicaport, MS 83394",2022-04-08,Đã trả hết,MNO Finance,830098545.7774562
231,2580,Biệt thự,560606797.5658585,"USS Gomez
FPO AE 85403",2020-05-08,Đang vay,MNO Finance,529239252.75621563
232,2073,Căn hộ,2943554151.2927184,"63083 Heidi Ville Apt. 756
East Mitchell, LA 25861",2019-08-05,Đang vay,XYZ Credit,1152437079.5112646
233,2401,Căn hộ,871563653.009555,"PSC 1839, Box 7262
APO AP 17320",2019-04-18,Chưa vay,XYZ Credit,1593760902.1951602
234,2059,Nhà ở,3858562900.30661,"5148 Weaver Parkway Suite 276
Johnstonmouth, FL 49257",2022-08-31,Không vay,PQR Mortgage,1396581723.25167
235,2606,Căn hộ,3527097325.2002854,"92314 Hannah Drive Suite 212
Davidhaven, ME 21560",2021-04-03,Chưa vay,XYZ Credit,1714847108.1642132
236,2143,Đất nền,1410852823.2419271,"Unit 7419 Box 5737
DPO AP 20581",2020-07-31,Không vay,MNO Finance,1523210567.1862845
237,2183,Căn hộ,1840285518.7057629,"469 Clark Lodge
New Hannahtown, WY 27513",2023-05-07,Đang vay,MNO Finance,1035032504.9250596
238,2299,Nhà ở,2814281010.7997766,"4179 Kathleen Cliff
Khanhaven, UT 24698",2022-11-29,Đã trả hết,XYZ Credit,1440221964.423062
239,2023,Đất nền,4102433146.1333723,"77298 Sanchez Highway
Edwinmouth, SD 58932",2021-07-01,Chưa vay,MNO Finance,1534022271.2071738
240,2262,Nhà ở,734290180.5676454,"4241 Lawrence Oval Suite 527
Washingtontown, NH 92781",2021-04-10,Đã trả hết,XYZ Credit,1643315140.5416496
241,2980,Nhà ở,1006329743.8840723,"7368 Miles Lodge Suite 479
West Mark, AL 55187",2021-07-20,Không vay,XYZ Credit,1514870645.8133223
242,2517,Biệt thự,1047046315.7045469,"99536 Travis River
Weststad, RI 92830",2021-06-09,Đang vay,PQR Mortgage,1355621290.6097133
243,2530,Căn hộ,4162518078.2610564,"5453 Lee Hills
Lake Mark, ND 93312",2022-05-30,Đã trả hết,ABC Bank,1463650140.3875184
244,2829,Căn hộ,4937660526.000363,"947 Clarke Skyway
North Rhonda, ID 03228",2022-01-01,Không vay,PQR Mortgage,1135493500.2759504
245,2237,Đất nền,669686085.529261,"6344 Roberts Creek Apt. 062
Aliciaville, FM 91798",2021-02-10,Đang vay,XYZ Credit,1725043636.4102502
246,2991,Đất nền,3960029367.188692,"2323 Craig Vista
Lake Stephaniehaven, HI 81250",2018-10-17,Không vay,PQR Mortgage,616761615.4145766
247,2101,Căn hộ,1339935112.8772502,"12108 Mary Station Apt. 417
Port Jimmy, CT 98590",2022-03-03,Chưa vay,PQR Mortgage,1532197416.4635553
248,2501,Căn hộ,2272732885.204513,"49283 Thomas Fords Suite 463
Flowersbury, NE 99525",2022-02-15,Đã trả hết,XYZ Credit,278652358.4016837
249,2695,Nhà ở,4308815169.34931,"320 Karen View Apt. 636
South Joshuafurt, NM 46166",2020-10-12,Không vay,XYZ Credit,1918058192.2018523
250,2610,Căn hộ,4313063523.127607,"03199 Whitaker Row Apt. 624
Jonathanmouth, CA 82196",2022-07-17,Không vay,MNO Finance,474441714.1539246
251,2369,Nhà ở,2034667090.1510491,"87201 Bethany Mission
Johnsonshire, FM 67976",2018-12-09,Chưa vay,PQR Mortgage,183979607.2595303
252,2626,Căn hộ,4510748752.687729,"174 Lori Shore
Ronnieburgh, IN 06332",2022-10-10,Đã trả hết,PQR Mortgage,181805311.2053339
253,2514,Nhà ở,4957558061.159037,"419 Tiffany Estates
Phillipport, ME 95107",2018-08-15,Không vay,ABC Bank,1986839487.1048186
254,2816,Đất nền,2274715991.3601675,"PSC 9220, Box 6234
APO AA 84825",2021-05-27,Đã trả hết,PQR Mortgage,1925944539.7244403
255,2051,Biệt thự,578415434.2166598,"40308 Brittany Row Apt. 576
East Emily, NH 20971",2022-05-09,Đã trả hết,MNO Finance,1610918559.0137203
256,2611,Đất nền,796400788.3712376,"678 Mason Run
South Mary, WV 08409",2021-03-22,Đã trả hết,PQR Mortgage,842929435.5037613
257,2533,Nhà ở,3090419583.900256,"01767 Kathleen Loaf Suite 194
New Brettbury, MI 31637",2020-10-21,Chưa vay,ABC Bank,1190249433.4142187
258,2015,Nhà ở,4559939097.569906,"328 Tara Pass Suite 821
West Eric, VT 48272",2022-12-10,Đã trả hết,MNO Finance,1525543672.9392262
259,2036,Đất nền,3122271804.762874,"7042 Stephanie Expressway Apt. 460
Port Dustinberg, NM 43029",2021-01-14,Không vay,ABC Bank,1709570295.55155
260,2457,Đất nền,2750357200.4733233,"562 Diane Lake
Port Julieside, NM 46597",2018-10-29,Chưa vay,XYZ Credit,1828728540.3725271
261,2370,Căn hộ,1157646097.481584,"0945 Dustin Land Apt. 011
Port Jacqueline, MN 51907",2018-11-08,Đang vay,ABC Bank,867555340.3994577
262,2888,Biệt thự,4196663861.1267886,"87352 Richard Underpass
Kelleyland, DC 23613",2021-09-05,Đã trả hết,MNO Finance,1256791439.6533444
263,2039,Nhà ở,3953971697.6755285,"628 Anna Inlet
Hayesborough, SD 00649",2021-11-14,Đang vay,MNO Finance,1533735702.496142
264,2407,Đất nền,3081970397.6529937,"8388 Robert Spur Apt. 377
Berryport, TX 88538",2021-10-28,Chưa vay,ABC Bank,1446345947.1146572
265,2927,Đất nền,2362091223.7079344,"61025 Nathaniel Ports Apt. 885
East Joel, OR 35915",2019-05-16,Đang vay,MNO Finance,1146586960.4027102
266,2657,Đất nền,1556831866.1124816,"2160 Emma Mission Apt. 742
Jamesstad, AS 79825",2018-09-05,Chưa vay,MNO Finance,1471238567.030438
267,2049,Đất nền,4043298385.5217195,"26136 Hansen Stravenue Suite 140
Lake Patriciaborough, KS 33653",2021-08-24,Đang vay,ABC Bank,1146354171.629036
268,2348,Đất nền,4367229795.625679,"5453 Rojas Trail Apt. 776
South Victormouth, MD 41377",2019-12-23,Đang vay,ABC Bank,940226254.9612604
269,2373,Nhà ở,629193391.2915926,"141 David Crossing
Joshuatown, WA 56850",2022-11-25,Đã trả hết,PQR Mortgage,1524581222.3199222
270,2909,Nhà ở,3680953362.193632,"USNS Wallace
FPO AA 60754",2022-02-12,Không vay,XYZ Credit,1948794400.811577
271,2203,Căn hộ,1016431772.2878454,"6746 Jarvis Ports Suite 576
North Denise, HI 09099",2020-02-20,Đang vay,ABC Bank,1470935311.962172
272,2470,Căn hộ,4016339844.083946,"622 Morgan Cliff Apt. 326
Lake Mercedes, NE 83851",2020-11-29,Đã trả hết,PQR Mortgage,736358213.1371807
273,2988,Đất nền,1488961574.9214838,"1203 Hunter Mission Apt. 549
Aprilmouth, MN 43885",2021-01-29,Chưa vay,ABC Bank,1965144156.1327052
274,2034,Căn hộ,1639910061.240816,"Unit 7963 Box 7757
DPO AA 61009",2020-01-11,Chưa vay,ABC Bank,537170090.1758108
275,2909,Nhà ở,2859366127.676431,"493 Michael Bypass Apt. 055
East Janiceland, SD 14792",2021-11-04,Đang vay,ABC Bank,1897116153.713313
276,2206,Căn hộ,2493454127.009498,"USS Meadows
FPO AE 04211",2021-10-03,Đang vay,PQR Mortgage,1061197751.8023413
277,2333,Biệt thự,4750018074.66475,"9414 Andrew Mount
East Amymouth, MS 91092",2020-05-17,Chưa vay,XYZ Credit,1229208071.864041
278,2193,Đất nền,4799387694.882588,"896 Moore Field Suite 299
Kathrynchester, CT 81992",2022-02-13,Không vay,PQR Mortgage,790606949.806388
279,2500,Nhà ở,4685158621.307129,"USNV Brown
FPO AP 77735",2023-02-28,Không vay,MNO Finance,743891767.7157943
280,2663,Biệt thự,1378820945.7495022,"PSC 3057, Box 4649
APO AA 38450",2022-04-27,Không vay,PQR Mortgage,1239937980.4203951
281,2757,Biệt thự,3216752731.206172,"8668 Walker Knoll Suite 646
Bryantown, PW 19232",2021-01-31,Đang vay,MNO Finance,1383708908.8325331
282,2538,Đất nền,3035509272.97954,"560 Michael Rest
Jasminemouth, LA 87571",2022-09-03,Không vay,MNO Finance,585232021.581099
283,2016,Nhà ở,4018619601.123732,"2803 Mariah Highway Suite 648
South Cody, ME 99501",2021-08-22,Không vay,MNO Finance,541073221.4538083
284,2455,Căn hộ,3647770644.292213,"203 Harmon Ridges
North Wesleyburgh, AK 25650",2019-08-16,Đã trả hết,XYZ Credit,829400431.651084
285,2448,Nhà ở,3388761207.465081,"40483 Robert Orchard
Lake Jose, ND 97244",2020-11-29,Đã trả hết,ABC Bank,586028223.6910869
286,2555,Nhà ở,1878980261.8646536,"779 Ryan Run
West Amberton, PR 44609",2020-01-06,Chưa vay,MNO Finance,742501670.0235347
287,2604,Nhà ở,1438534227.9422362,"0433 Denise Junctions
Robertsborough, ME 19808",2022-02-21,Chưa vay,MNO Finance,327783628.3729638
288,2841,Nhà ở,1077641800.1557426,"44371 Michael Knolls
Jamesmouth, WV 59576",2019-09-02,Đã trả hết,PQR Mortgage,1254130417.462306
289,2239,Nhà ở,4830752867.4470625,"101 Ryan Camp Apt. 582
Lindaport, ME 40611",2021-09-01,Đang vay,MNO Finance,674778886.5724794
290,2388,Biệt thự,4672127692.9140835,"56078 Thomas Causeway Apt. 973
Newmanfurt, KY 27985",2020-10-27,Không vay,ABC Bank,1886528275.7437205
291,2418,Căn hộ,3235361313.000359,"24395 Nathan Wells Apt. 349
Lake Nicolefurt, AL 83554",2020-01-07,Đang vay,XYZ Credit,562640755.2881938
292,2405,Biệt thự,1445667861.3903575,"61025 Nathan Cove
Debramouth, MA 83198",2021-10-27,Đang vay,MNO Finance,1513246806.455273
293,2901,Đất nền,506584545.27708536,"Unit 7363 Box 9015
DPO AP 49583",2023-05-23,Đã trả hết,PQR Mortgage,1046030376.2902703
294,2692,Căn hộ,640340987.3270057,"7551 James Keys Apt. 272
West Joshuaborough, VI 11203",2021-12-10,Đã trả hết,PQR Mortgage,1152401404.4523077
295,2896,Biệt thự,1929124580.5155504,"042 Martinez Route Apt. 246
Davidshire, IA 63559",2022-05-02,Chưa vay,MNO Finance,1639761695.5734658
296,2679,Đất nền,2432901438.7042704,"4982 Turner Pines Apt. 908
East Roberta, MT 59496",2021-06-01,Đã trả hết,ABC Bank,1313536478.091727
297,2118,Căn hộ,4415998695.234429,"USNS Burns
FPO AP 82163",2020-04-10,Đã trả hết,PQR Mortgage,808197617.4592768
298,2237,Nhà ở,961190672.1155255,"235 Eric Squares Apt. 675
Hicksmouth, WV 13494",2020-10-26,Đang vay,XYZ Credit,654908723.7777406
299,2050,Nhà ở,1482105415.420752,"132 Bruce Points Suite 639
South Seanburgh, NJ 55201",2020-11-01,Chưa vay,PQR Mortgage,1490287801.3256874
300,2873,Nhà ở,797749677.6548076,"074 Freeman Cliffs Suite 829
Port Melissa, MS 48671",2021-12-16,Chưa vay,ABC Bank,1122098623.5465612
301,2341,Nhà ở,3251832321.581219,"054 Nicole Forks Apt. 567
Port Curtis, NY 65351",2019-03-20,Đang vay,PQR Mortgage,480208599.61136436
302,2303,Đất nền,4499560322.991196,"8093 Carter Track Apt. 895
Lake Latashachester, PA 96258",2021-11-01,Đang vay,XYZ Credit,843760000.8048261
303,2062,Căn hộ,4865873508.147789,"8866 Paul Square Apt. 943
Lake Juan, WI 04505",2020-02-15,Không vay,ABC Bank,729669417.5951469
304,2417,Nhà ở,571960602.1900392,"750 Cooper Mountains
Anthonyview, SD 78677",2021-06-14,Đang vay,ABC Bank,1546825967.365633
305,2224,Căn hộ,1294383215.6720364,"975 Garcia Inlet
East Tammy, NM 14151",2022-07-31,Chưa vay,ABC Bank,1610234835.716577
306,2900,Căn hộ,782685210.9162863,"9512 Austin Viaduct
South Stephanie, MI 79879",2020-02-29,Không vay,XYZ Credit,538782445.9515753
307,2766,Đất nền,4828030281.137338,"250 Jennifer Cove Suite 742
Williamburgh, MT 74385",2021-12-09,Chưa vay,ABC Bank,940791343.7518157
308,2813,Căn hộ,3491450990.237333,"655 Stephen Mount
South Robert, GA 68592",2022-06-25,Chưa vay,ABC Bank,484498816.00353974
309,2765,Nhà ở,893405461.9584913,"430 Meyer Ranch Suite 957
Port Kenneth, WA 02770",2021-12-14,Đang vay,MNO Finance,1456692134.4327726
310,2540,Biệt thự,4420136493.585097,"00929 Stephen Trace Suite 435
South Scott, AL 41736",2022-08-02,Chưa vay,MNO Finance,1553430256.7699373
311,2334,Đất nền,2107569784.2552614,"Unit 1463 Box 7123
DPO AA 56529",2020-10-15,Không vay,PQR Mortgage,269819280.57654494
312,2955,Căn hộ,4244060521.840373,"44095 Barnes Causeway Apt. 880
South Marcusmouth, MO 91516",2018-12-01,Không vay,MNO Finance,1830574989.6122475
313,2620,Nhà ở,1578726968.357034,"742 Mejia Divide Apt. 998
West Timothy, OH 66546",2022-03-05,Không vay,MNO Finance,1111310879.7165885
314,2943,Đất nền,3896379848.8837676,"8808 Richardson Forest Suite 963
North Marymouth, WV 11646",2018-10-19,Đã trả hết,PQR Mortgage,967049685.8082684
315,2361,Đất nền,2282224355.7234154,"34553 Kim Forest
North Robynchester, CA 69378",2023-06-01,Không vay,ABC Bank,803548432.4541302
316,2310,Căn hộ,1859957538.9226391,"76691 Burns Groves Suite 860
Ericaview, AZ 30260",2023-07-10,Đang vay,XYZ Credit,417168827.8734643
317,2661,Căn hộ,1108359677.5309477,"PSC 1681, Box 0843
APO AP 89291",2021-04-19,Chưa vay,MNO Finance,547313909.0561116
318,2661,Đất nền,1271943988.2619,"118 Ryan Spring
Emilyfort, AK 88100",2022-10-12,Không vay,MNO Finance,246799206.09207234
319,2158,Đất nền,4488565821.376131,"7117 Roberts Locks Apt. 851
Gardnerchester, IL 94137",2019-01-30,Chưa vay,XYZ Credit,1400580329.448738
320,2071,Căn hộ,2658115449.590454,"0819 Amanda Glen
Port Jessica, LA 27066",2022-06-14,Chưa vay,ABC Bank,1479678371.6569426
321,2197,Đất nền,3809190894.1499276,"5473 Harrison Stream
North Fredville, NV 55065",2020-11-09,Đã trả hết,MNO Finance,1730190702.6581159
322,2801,Đất nền,2039346899.4189696,"2739 Ethan Street Apt. 638
East Carol, SC 54169",2019-10-04,Chưa vay,XYZ Credit,1902265561.4715445
323,2034,Đất nền,4483634384.442358,"951 Adam Underpass Apt. 303
Sharonstad, WY 17924",2020-06-02,Đang vay,ABC Bank,569242073.5337598
324,2869,Đất nền,1971797239.2961917,"91631 Richmond Place
Murphyside, SD 26660",2022-09-14,Không vay,XYZ Credit,783506344.0176316
325,2051,Căn hộ,4738198673.7803,"USNV Ramos
FPO AP 92908",2019-05-06,Chưa vay,XYZ Credit,284574322.0602404
326,2139,Căn hộ,2159990376.067994,"Unit 6655 Box 8241
DPO AA 92452",2022-10-10,Đã trả hết,XYZ Credit,408505685.8759027
327,2078,Đất nền,3080321232.2155,"522 Hester Wall
Hayesbury, NY 28283",2023-02-19,Không vay,PQR Mortgage,1203586987.944879
328,2487,Căn hộ,2806030134.772912,"91998 Suarez Spurs
East Markmouth, DC 10157",2019-01-12,Đã trả hết,XYZ Credit,922892573.688028
329,2076,Đất nền,1423473641.5015664,"5609 Maureen Key
Lisamouth, FM 66963",2020-09-29,Đang vay,XYZ Credit,1567768818.1077847
330,2022,Căn hộ,2685725600.518048,"9188 Perez Summit Apt. 506
Rodriguezbury, WA 42433",2021-05-24,Đang vay,ABC Bank,1588363246.5051556
331,2085,Căn hộ,3550885004.04657,"PSC 0645, Box 6400
APO AP 05657",2020-06-06,Đang vay,ABC Bank,938376290.5244783
332,2672,Căn hộ,3207268737.561352,"6383 Christopher Flat Suite 954
Meganshire, VA 45911",2018-11-16,Đang vay,ABC Bank,513385409.86606073
333,2912,Biệt thự,2984441933.5046787,"3547 Hill Locks
South Spencer, LA 96414",2020-02-25,Chưa vay,MNO Finance,1049918567.854174
334,2358,Căn hộ,2696861619.557265,"915 Chad Square Apt. 745
Youngville, NJ 55641",2021-11-27,Đã trả hết,MNO Finance,1249697999.6839614
335,2912,Nhà ở,2664140287.9430485,"63629 Hodges Rue
Mcculloughhaven, PR 98488",2018-11-15,Không vay,ABC Bank,597935931.530365
336,2675,Đất nền,585716995.998396,"313 Leach Union
Edwardborough, UT 03946",2022-02-14,Đang vay,MNO Finance,529005296.48982006
337,2269,Đất nền,4412182907.59594,"681 Kathy Land
Fordview, MI 02510",2020-03-08,Không vay,PQR Mortgage,1906533762.9822674
338,2302,Căn hộ,3351669682.625868,"7703 Stevens Lakes
Romeroville, KY 45082",2021-12-16,Chưa vay,ABC Bank,919736210.3922617
339,2950,Căn hộ,1752410908.073762,"97427 Jones Neck Apt. 272
Nathanielland, PR 91890",2019-05-23,Không vay,MNO Finance,1256250151.1441114
340,2692,Căn hộ,1951987636.4072683,"877 Kelly Overpass Apt. 213
South Anne, LA 20638",2022-06-25,Đã trả hết,ABC Bank,854311754.3908563
341,2535,Căn hộ,2281262650.4925256,"USCGC Wood
FPO AA 10517",2022-06-26,Không vay,XYZ Credit,1682043440.7454984
342,2995,Căn hộ,669896507.9109056,"820 Jessica Road Suite 866
Villanuevahaven, CA 12664",2022-06-07,Đang vay,ABC Bank,1508128601.5658865
343,2040,Biệt thự,3064904128.6048317,"873 Carr Crest
Brownmouth, AL 14239",2022-09-13,Đã trả hết,XYZ Credit,1169852855.3965583
344,2510,Biệt thự,559518130.3995298,"0838 Mary Brook Apt. 255
West Katherinefort, VT 66938",2021-06-17,Không vay,XYZ Credit,1227427183.2291546
345,2383,Nhà ở,4283256912.72727,"PSC 5581, Box 1662
APO AP 66456",2022-11-14,Đã trả hết,MNO Finance,931774699.324659
346,2705,Đất nền,4330954077.818267,"241 Lauren Ridge Apt. 243
New Johnville, CA 51046",2021-02-03,Không vay,MNO Finance,470940328.43869174
347,2138,Biệt thự,4687003469.081483,"96645 Kevin Divide Apt. 528
Michaeltown, GA 43347",2020-01-02,Chưa vay,MNO Finance,1177943586.8611972
348,2994,Căn hộ,3059437216.8695807,"8931 Jennifer Glens Apt. 650
North Randallside, PW 48417",2020-04-28,Không vay,ABC Bank,1194306341.8905168
349,2906,Nhà ở,2498484354.05594,"760 Kathryn Stravenue
North Ashley, NJ 61989",2022-01-06,Đang vay,XYZ Credit,1976396303.3304307
350,2478,Nhà ở,1916662712.9862528,"PSC 0454, Box 3517
APO AE 80167",2019-04-15,Đang vay,XYZ Credit,726893516.2582546
351,2185,Đất nền,1554138738.6228123,"5833 Williams Lake
Peterburgh, NC 54886",2022-11-15,Không vay,PQR Mortgage,970171349.2710404
352,2566,Đất nền,1264001506.1174939,"3918 Cook Point Apt. 455
Gomezfurt, HI 06097",2019-02-23,Đã trả hết,XYZ Credit,636818098.1249231
353,2159,Nhà ở,4160431730.8659472,"2728 Anthony Shore Apt. 605
Samanthaborough, TN 09890",2020-06-20,Đã trả hết,ABC Bank,908337517.246814
354,2731,Căn hộ,3281596656.840452,"0026 Robert Springs Apt. 740
Port Isaac, PR 43265",2020-01-10,Không vay,PQR Mortgage,1648374169.4175425
355,2453,Đất nền,4258866697.0200243,"5287 Lori Dam
Brentmouth, MS 78757",2020-12-25,Chưa vay,ABC Bank,1471819853.811726
356,2100,Biệt thự,1117888234.5202832,"94196 Latasha Squares
Port Stevenhaven, IL 03674",2019-03-06,Không vay,XYZ Credit,1002560116.0004877
357,2535,Nhà ở,3142193782.1256456,"PSC 8412, Box 8144
APO AP 65583",2019-06-13,Không vay,PQR Mortgage,840497888.2699268
358,2935,Đất nền,3991428717.245606,"6919 Kim Extension
Johnsonmouth, OR 50287",2019-06-27,Đang vay,MNO Finance,442769197.87519443
359,2795,Nhà ở,3003947394.1364217,"PSC 9639, Box 8847
APO AE 30342",2021-12-30,Chưa vay,XYZ Credit,946752275.6351875
360,2327,Biệt thự,2008835338.0547972,"379 Timothy Inlet Apt. 467
East Susanmouth, MI 66860",2020-09-18,Chưa vay,PQR Mortgage,202207160.1421429
361,2480,Đất nền,4687107356.952191,"0365 Jim Haven
West Joseph, VI 16883",2020-08-08,Không vay,MNO Finance,1064196506.0118964
362,2169,Biệt thự,2934646214.5152826,"89909 Silva Shoal
Claytonberg, NE 05188",2023-04-18,Không vay,PQR Mortgage,1060499045.8713048
363,2328,Căn hộ,2074772152.0857306,"053 Taylor Points
Lake Andrew, ME 44024",2020-07-20,Đang vay,XYZ Credit,527447806.2648208
