,customer_id,credit_label,member_id,full_name,gender,date_of_birth,address,city,country,phone_number,email,occupation,education,marital_status,membership_level,join_date,expiry_date,membership_status,customer_points,total_redeemed_points,discount_rate,referral_code,age,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,signup_in_latenight,most_active_hour,num_apply_lending,num_reject_lending_by_3pt,total_amount_spent,total_amount_spent_last_30d,total_amount_spent_last_60d,total_amount_spent_last_90d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,pct_reject2total_txn,top_rejected_reason,num_refunded_txn,top_refunded_reason,top_payment_method,top_payment_channel,is_ordering_shipping_address_same,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,income_source,annually_income_segment,monthly_income,total_property_value,top_property_type,in_debt,monthly_bill_amount,total_annual_bill_amount,num_bill_overdue
150,5169,Good,5169,Vương Tiến P****g,Nam,2008-03-08,"2988/45, Đường Võ Văn C, Phường An Phú, Thanh Oai, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,3718627089,dana06@example.com,Kỹ sư phần mềm,Trung học phổ thông,Độc thân,VIP,2019-01-10,,Active,741,213,0.1,RD967,14,756,322,242,231,28,True,14,15,18,4702485000,753335000,221506000,784729000,850409000,391087000,94645400,944580,79,75,9,0.2583280348842525,Vấn đề khác,2,Vấn đề khác,Tiền mặt khi nhận hàng (COD),Ứng dụng điện thoại di động,True,0.7913751337179562,65,0.39,495,40,0.778213322964509,Rất ổn định,4685000,Đầu tư,Dưới 300 triệu,657000000,1900000000,Bất động sản thương mại,Có,17600000,376440000,21
151,6382,Good,6382,Lê Tuấn Đ**h,Nam,1993-02-27,"1828/61/15/165/400, Võ Duy Ninh, Phường Bình An, Đông Anh, Hải Dương, Việt Nam",Hải Dương,Việt Nam,+1-731-978-0143x446,angelahoffman@example.org,Giáo viên,Đi làm,Độc thân,VIP,2015-07-22,,Active,822,490,0.1,EW601,29,702,262,82,180,239,True,16,4,3,5039804000,374799000,180980000,18082000,110636000,444936000,38482500,2508800,275,88,19,0.9985902246319777,Sản phẩm không hoạt động đúng cách,13,Sản phẩm không đúng mô tả,Thanh toán bằng QR Code,Điểm thanh toán tự động,False,0.7513892597984818,80,0.75,39,17,0.004092036243792951,Rất ổn định,4172000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,976000000,1600000000,Nhà ở chính,Có,26700000,292896000,5
152,27817,Good,27817,Đỗ Diễm P**c,Nữ,1999-09-08,"1877/5/199d, Điện Biên Phủ, Phường Thảo Điền, Thanh Oai, Hà Giang, Việt Nam",Hà Giang,Việt Nam,(226)544-4897x1786,alanlara@example.net,Nhân viên phục vụ khách hàng,Sinh viên,Độc thân,VIP,2022-02-28,,Active,734,354,0.07,PR354,23,745,331,99,407,171,True,2,8,3,7490443000,327874000,749800000,504112000,917442000,305307000,82688900,2446210,176,53,6,0.944566178601813,Vấn đề khác,13,Khách hàng không nhận được hàng,Tiền mặt khi nhận hàng (COD),Điểm thanh toán tự động,False,0.5388304026033628,14,0.64,501,17,0.05821440162861413,Tạm ổn,4283000,Đầu tư,Dưới 300 triệu,948000000,400000000,Căn hộ/Chung cư,Có,4200000,321000000,12
153,61020,Good,61020,Đinh Linh V*n,Nam,1997-10-01,"2479/93/120, Phố Trần Phú, Phường An Phú Đông, Phú Thọ, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,(213)957-2195,jessica33@example.com,Nhiếp ảnh gia,Đi làm,Có gia đình,VIP,2013-12-22,,Active,590,478,0.1,JZ816,25,441,114,203,562,238,True,4,7,11,3661887000,960476000,896946000,102926000,630404000,525469000,26586400,6125200,73,56,2,0.6452529489559198,Khách hàng không hài lòng với trải nghiệm mua hàng,3,Vấn đề khác,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,True,0.1654740699862859,5,0.64,417,36,0.6548849416348187,Ổn định,6726000,Đầu tư,Trên 1 tỷ,567000000,1800000000,Căn hộ/Chung cư,Có,35800000,192804000,22
154,81262,Good,81262,Tống Mai T***t,Nữ,1957-07-27,"639/351, Trương Định, Phường An Phú, Thanh Oai, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,(479)856-2626,alanhill@example.org,Kiến trúc sư,Đại học,Có 1 bé,VIP,2018-02-26,,Active,960,306,0.1,CW590,65,77,139,145,582,343,False,1,4,16,976514000,946042000,983665000,759260000,611780000,692637000,21723700,3336660,55,84,16,0.585356591852813,Sản phẩm không đáp ứng yêu cầu của khách hàng,11,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,Giao diện thanh toán trực tuyến trên website,True,0.24667167862604944,21,0.32,513,9,0.46411019845095025,Rất ổn định,9704000,Đầu tư,Dưới 300 triệu,750000000,1000000000,Đất đai,Không,31100000,257976000,11
155,97938,Good,97938,Trần Thịnh T**y,Nam,2008-08-30,"45/80/194, Hai Bà Trưng, Phường 3, Quốc Oai, Bình Thuận, Việt Nam",Bình Thuận,Việt Nam,(317)826-3799x033,gatesshawn@example.net,Công nhân,Không có,Có gia đình,VIP,2019-06-10,,Active,653,171,0.1,BL661,14,773,289,226,23,579,True,1,20,16,5656682000,836741000,508215000,186561000,746265000,435412000,91291600,1075250,25,37,11,0.4040416412810576,Khách hàng không hài lòng với trải nghiệm mua hàng,10,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,Cửa hàng trực tiếp,False,0.7879986101801354,36,0.64,252,24,0.5780979720322756,Rất ổn định,2231000,Đầu tư,Dưới 300 triệu,863000000,300000000,Bất động sản thương mại,Không,36200000,380328000,9
156,82078,Good,82078,Lê Nam T***h,Nữ,1990-05-31,"2806/81/93/249/347, Cách Mạng Tháng Tám, Phường Tam Phú, Quận Gò Vấp, Lâm Đồng, Việt Nam",Lâm Đồng,Việt Nam,001-969-246-8821,xguzman@example.com,Kỹ sư phần mềm,Đại học,Độc thân,VIP,2016-12-18,,Active,587,134,0.1,RG272,32,778,249,215,471,914,True,0,6,1,2638431000,674693000,993061000,999247000,111039000,169801000,19369100,1997500,106,31,5,0.5816751166711015,Vấn đề khác,2,Vấn đề khác,Chuyển khoản ngân hàng,Cửa hàng trực tiếp,True,0.3962582863787256,61,0.78,663,26,0.8891205987213529,Rất ổn định,791000,Cho thuê,Trên 1 tỷ,971000000,1300000000,Nhà ở chính,Có,15900000,122052000,14
157,45123,Good,45123,Phú Đức K**n,Nam,2000-03-09,"1767/602, Mạc Đĩnh Chi, Phường Tam Phú, Hà Đông, Bình Dương, Việt Nam",Bình Dương,Việt Nam,758.880.7395,emma14@example.org,Lập trình viên,Sinh viên,Có gia đình,VIP,2014-12-04,,Active,504,178,0.07,WF914,22,778,216,299,154,957,False,2,4,2,4664590000,609860000,704367000,251702000,488904000,222824000,62026400,3402320,93,98,13,0.8799430806361531,Dịch vụ không chuyên nghiệp,1,Sản phẩm gửi sai,Thanh toán bằng QR Code,Ứng dụng điện thoại di động,False,0.08291898552800869,6,0.38,93,48,0.3767826630251718,Tạm ổn,1940000,Cho thuê,Trên 3 tỷ,929000000,700000000,Căn hộ/Chung cư,Không,1300000,183660000,1
158,16694,Good,16694,Đặng Nhân H***n,Nữ,2010-07-08,"1911/544, Cô Giang, Phường Bình Trưng Đông, Chương Mỹ, Hà Nội, Việt Nam",Hà Nội,Việt Nam,3889426845,nicholasstevens@example.net,Lập trình viên,Không có,Có gia đình,VIP,2022-07-18,,Active,845,707,0.1,RL269,12,116,110,245,381,213,True,4,1,16,1813967000,436451000,406299000,504751000,96473000,394544000,35654600,8716140,173,95,1,0.30343944845378545,Sản phẩm không đáp ứng yêu cầu của khách hàng,14,Sản phẩm gửi sai,Thẻ tín dụng,Cửa hàng trực tiếp,True,0.5456792793312233,60,0.51,122,46,0.10052561472017119,Ổn định,4351000,Kinh doanh online,Trên 3 tỷ,488000000,1500000000,Bất động sản thương mại,Có,15400000,472824000,14
159,65508,Good,65508,Cao Hà H**i,Nam,2004-04-26,"476/57/89/290, Đường Lê Văn D, Phường 5, Phú Thọ, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,428-320-5765,abennett@example.net,Giám đốc,Đi làm,Có 1 bé,VIP,2022-05-05,,Active,858,793,0.1,BE222,18,678,258,210,588,557,True,2,9,8,5921312000,71666000,423292000,832150000,402706000,221330000,53563300,2314650,264,11,16,0.8838815571434101,Khách hàng không hài lòng với trải nghiệm mua hàng,10,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,Ứng dụng điện thoại di động,False,0.12630197900699136,4,0.41,131,28,0.4200815553740376,Rất ổn định,9936000,Đầu tư,Trên 3 tỷ,881000000,1900000000,Đất đai,Có,32200000,73428000,22
160,76352,Good,76352,Lý Hữu O**h,Nữ,1983-10-24,"2665/37/138/173/94, Tô Hiến Thành, Phường Linh Tây, Thanh Oai, Trà Vinh, Việt Nam",Trà Vinh,Việt Nam,758-784-4224x32768,marissawallace@example.org,Kỹ sư phần mềm,Sinh viên,Độc thân,VIP,2013-04-20,,Active,687,659,0.1,IQ682,39,334,239,130,264,170,True,0,4,12,2499783000,453747000,687115000,970399000,136710000,500901000,73295200,2116440,240,99,16,0.5454803040933387,Sản phẩm không như hình ảnh minh họa,11,"Khách hàng đổi ý, không muốn mua nữa",Tiền mặt khi nhận hàng (COD),Giao diện thanh toán trực tuyến trên website,False,0.7128437630065668,80,0.49,306,43,0.22985509823791328,Rất ổn định,9033000,Đầu tư,Dưới 300 triệu,892000000,1400000000,Căn hộ/Chung cư,Không,19300000,158964000,15
161,89895,Good,89895,Cung Khánh N**c,Nữ,1994-06-27,"2842/359, Trần Quốc Thảo, Phường Bình Trưng Tây, Quận Tân Bình, Cao Bằng, Việt Nam",Cao Bằng,Việt Nam,001-325-966-1435x886,natasha76@example.org,Kỹ sư,Đại học,Độc thân,VIP,2019-01-10,,Active,824,148,0.1,BY779,28,854,85,72,424,508,False,11,18,3,2429181000,388328000,233483000,565680000,536121000,187644000,43195300,5852450,277,39,1,0.5036700654750649,Sản phẩm giao muộn so với hẹn giao,13,Sản phẩm không đúng mô tả,Thẻ tín dụng,Giao diện thanh toán trực tuyến trên website,False,0.9402938877206416,27,0.36,291,18,0.38174650810041777,Rất ổn định,7186000,Kinh doanh online,Trên 1 tỷ,748000000,1400000000,Đất đai,Không,20400000,297996000,20
162,69360,Good,69360,Trương Nhật Đ*c,Nữ,1996-07-05,"1221/96/174, Trần Hưng Đạo, Phường An Lợi Đông, Hà Đông, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(230)665-2843x8376,sanchezjustin@example.org,Kỹ sư phần mềm,Sinh viên,Độc thân,VIP,2018-02-05,,Active,581,513,0.07,YK471,26,705,258,90,237,246,True,1,20,3,2310491000,158478000,549767000,248465000,826526000,52483000,39235700,2956050,121,75,24,0.9922026289634033,Sản phẩm không đáp ứng yêu cầu của khách hàng,13,Sản phẩm không đúng mô tả,Thanh toán bằng QR Code,Cửa hàng trực tiếp,False,0.6978408349859592,19,0.94,894,8,0.0718435729911795,Rất ổn định,9499000,Kinh doanh truyền thống,Trên 1 tỷ,982000000,1200000000,Đất đai,Có,22800000,100344000,16
163,83257,Bad,83257,Mộc Thành Q**n,Nữ,1994-03-24,"340/252, Điện Biên Phủ, Phường An Lạc, Quận 7, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,001-713-357-5219x150,james34@example.org,Kỹ sư phần mềm,Trung học phổ thông,Đã kết hôn,VIP,2014-04-19,,Active,706,395,0.05,CN838,28,209,160,207,64,626,False,21,9,19,2249365000,451800000,157111000,366941000,885918000,790144000,94159400,6631790,175,44,14,0.5866937513417255,Sản phẩm không hoạt động đúng cách,3,Vấn đề khác,Chuyển khoản ngân hàng,Giao diện thanh toán trực tuyến trên website,False,0.7771038093092003,67,0.7,864,24,0.3237222605145428,Tạm ổn,5369000,Kinh doanh online,Từ 300 triệu tới 1 tỷ,5000000,1600000000,Bất động sản thương mại,Có,27300000,269316000,13
164,3692,Good,3692,Sơn Hải N**c,Nữ,2004-12-27,"2160/504, Phó Đức Chính, Phường Bình An, Quận Gò Vấp, Hà Nội, Việt Nam",Hà Nội,Việt Nam,872.639.9525x7698,michelle93@example.com,Kỹ sư phần mềm,Sinh viên,Độc thân,VIP,2013-05-26,,Active,735,342,0.05,LR878,18,661,15,276,94,155,False,0,11,18,536636000,979004000,701919000,558218000,635809000,272751000,72484100,7845950,103,11,2,0.46604588065927455,Sản phẩm không đáp ứng yêu cầu của khách hàng,4,Vấn đề khác,Thanh toán qua cổng thanh toán trực tuyến,Điểm thanh toán tự động,True,0.8092201542088185,95,0.36,181,30,0.9384789342551103,Ổn định,4962000,Kinh doanh online,Trên 3 tỷ,614000000,300000000,Nhà ở chính,Có,32100000,291912000,24
165,37758,Good,37758,Đinh Đức Q***g,Nam,2001-06-28,"68/956, Nguyễn Công Trứ, Phường 3, Thanh Trì, Bình Phước, Việt Nam",Bình Phước,Việt Nam,+1-918-835-0319x78408,christensenstephanie@example.org,Lập trình viên,Sinh viên,Độc thân,VIP,2015-04-18,,Active,734,51,0.05,JM335,21,548,207,286,222,67,False,21,4,4,6487636000,126382000,784366000,651868000,782133000,909284000,49978400,5339290,218,98,4,0.3407468940142877,Sản phẩm không hoạt động đúng cách,10,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,Cửa hàng trực tiếp,True,0.17008836193067278,5,0.64,452,36,0.40516394208340734,Ổn định,4775000,Đầu tư,Trên 3 tỷ,606000000,900000000,Căn hộ/Chung cư,Có,2200000,539736000,3
166,55855,Good,55855,Thái Nguyên H**g,Nữ,1968-01-27,"2546/15/81/41J, Nguyễn Văn A, Phường 7, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,+1-764-255-2158x6462,gstein@example.net,Lập trình viên,Trung học phổ thông,Độc thân,VIP,2022-07-06,,Active,515,442,0.1,HN830,54,809,65,69,559,398,True,2,15,16,3041579000,742023000,914365000,984594000,922914000,166558000,12221500,6155090,164,31,42,0.7591041801828367,Dịch vụ không chuyên nghiệp,14,Khách hàng không nhận được hàng,Thanh toán bằng QR Code,Cửa hàng trực tiếp,False,0.8886769959715012,87,0.85,466,6,0.6564437146665366,Tạm ổn,7198000,Đầu tư,Trên 1 tỷ,690000000,1600000000,Nhà ở chính,Có,28000000,314508000,6
167,60060,Bad,60060,Sơn Hồng K***h,Nữ,1988-01-27,"2265/705, Đường Hoàng Diệu, Phường 5, Sơn Tây, Bình Phước, Việt Nam",Bình Phước,Việt Nam,7023814560,angelasalazar@example.com,Nhân viên phục vụ khách hàng,Trung học phổ thông,Độc thân,VIP,2020-06-28,,Active,678,53,0.1,MU768,34,59,232,205,274,543,False,22,20,5,9181220000,757252000,463840000,256303000,973637000,525797000,48859100,5617600,265,15,31,0.8800863933606984,Sản phẩm không như hình ảnh minh họa,10,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán bằng QR Code,Giao diện thanh toán trực tuyến trên website,True,0.19511268834704731,92,0.64,903,19,0.7164279181325286,Thất thường,1232000,Freelancer,Từ 300 triệu tới 1 tỷ,73000000,500000000,Bất động sản thương mại,Có,13300000,112116000,20
168,45358,Good,45358,Đỗ Tùng H*,Nam,2007-05-19,"652/70/15/161/107g, Lý Chính Thắng, Phường Bình An, Quốc Oai, Quảng Ngãi, Việt Nam",Quảng Ngãi,Việt Nam,+1-283-234-1418x7432,rbell@example.net,Đầu bếp,Tiến sĩ,Ly hôn,VIP,2017-12-22,,Active,570,497,0.1,DQ997,15,757,204,143,107,606,True,15,19,11,7138431000,676687000,260542000,453968000,40737000,813641000,88438400,8286240,73,43,1,0.11778609979894838,Sản phẩm không hoạt động đúng cách,9,Sản phẩm bị hỏng trong quá trình vận chuyển,Chuyển khoản ngân hàng,Cửa hàng trực tiếp,False,0.3962129186137121,48,0.31,477,18,0.687777536811377,Ổn định,4753000,Cho thuê,Trên 3 tỷ,965000000,1400000000,Nhà ở chính,Có,13800000,123348000,6
169,85349,Good,85349,Vương Tâm X**n,Nữ,2000-06-25,"713/39/110/156/17, Võ Văn Kiệt, Phường Trường Thọ, Quận Tân Phú, Hà Nội, Việt Nam",Hà Nội,Việt Nam,820.445.0249x145,ramosdavid@example.net,Kỹ sư,Sinh viên,Đã kết hôn,VIP,2017-08-31,,Active,726,173,0.07,GW898,22,461,92,294,250,169,True,0,11,16,1016375000,983234000,855461000,974277000,117877000,878317000,20236900,3390840,246,89,1,0.42876928375333023,Dịch vụ không chuyên nghiệp,8,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,Điểm thanh toán tự động,True,0.5186844992181104,30,0.93,674,50,0.6134067673249083,Tạm ổn,8979000,Cho thuê,Dưới 300 triệu,951000000,1800000000,Đất đai,Có,27900000,362976000,17
170,24991,Good,24991,Vương Phương Đ*i,Nữ,1988-02-17,"1594/25/158/182/91, Nhiêu Tứ, Phường 8, Quận 4, Bình Phước, Việt Nam",Bình Phước,Việt Nam,773-549-5847,reyesryan@example.org,Lập trình viên,Đi làm,Có 1 bé,VIP,2018-06-25,,Active,601,462,0.07,IS497,34,287,6,89,278,672,True,21,18,2,4079120000,419062000,722138000,234033000,111486000,543651000,35525200,7892420,67,46,26,0.7151449286138856,Sản phẩm không như hình ảnh minh họa,12,Vấn đề khác,Thẻ tín dụng,Cửa hàng trực tiếp,False,0.8552298057284337,16,0.5,214,3,0.7706430441932003,Rất ổn định,1070000,Đầu tư,Từ 300 triệu tới 1 tỷ,688000000,1700000000,Đất đai,Không,30200000,199884000,12
171,36375,Good,36375,Lục Bích H**g,Nữ,1998-09-11,"2849/40/75/284/253F, Phan Đình Phùng, Phường Linh Trung, Mỹ Đức, Quảng Nam, Việt Nam",Quảng Nam,Việt Nam,917-598-5593x949,fward@example.net,Kiến trúc sư,Thạc sĩ,Độc thân,VIP,2020-06-29,,Active,880,461,0.07,MN974,24,835,18,224,288,318,False,0,14,6,1831249000,666440000,818004000,721536000,327379000,579113000,53386400,5968120,14,61,2,0.28232705973934324,Sản phẩm không hoạt động đúng cách,3,Vấn đề khác,Tiền mặt khi nhận hàng (COD),Cổng thanh toán của bên thứ ba,False,0.8123022747908102,56,0.25,830,12,0.19054408030960357,Rất ổn định,7268000,Cho thuê,Trên 1 tỷ,716000000,500000000,Đất đai,Không,11500000,203064000,22
172,34343,Good,34343,Thi Mai H**g,Nữ,1997-05-29,"79/84/46/144/151P, Trần Quốc Thảo, Phường Bình An, Đan Phượng, Hà Nội, Việt Nam",Hà Nội,Việt Nam,476.360.6460x22726,nathan01@example.com,Kỹ sư phần mềm,Sinh viên,Độc thân,VIP,2015-07-05,2018-05-23,Expired,874,705,0.07,IW110,25,885,186,93,512,229,False,21,12,1,8429247000,483727000,634974000,881867000,690359000,311518000,39652100,7317770,87,91,60,0.48463456723123877,Dịch vụ không chuyên nghiệp,12,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),Cửa hàng trực tiếp,False,0.3756895277636454,36,0.22,533,13,0.8186845604546149,Ổn định,6950000,Đầu tư,Dưới 300 triệu,970000000,700000000,Nhà ở chính,Có,4600000,293976000,10
173,96550,Good,96550,Trình Phong D*y,Nữ,2005-04-11,"2249/93/142/135/363, Nguyễn Đức Cảnh, Phường An Lợi Đông, Bắc Từ Liêm, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,+1-883-778-1557x3646,michaelruiz@example.com,Công nhân,Đi làm,Có 1 bé,VIP,2019-03-29,2022-07-05,Expired,593,293,0.07,ST718,17,628,192,48,388,497,True,22,3,16,9011571000,327523000,161956000,154312000,560845000,38239000,76769800,7079080,156,62,39,0.7236075463596577,Vấn đề khác,7,"Khách hàng đổi ý, không muốn mua nữa",Chuyển khoản ngân hàng,Ứng dụng điện thoại di động,True,0.18836687986774825,46,0.13,318,45,0.9396340666863146,Rất ổn định,399000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,954000000,500000000,Bất động sản thương mại,Không,22100000,391848000,18
174,42616,Good,42616,Cù Thành H*,Nữ,1993-10-29,"1296/800, Trần Quốc Thảo, Phường 10, Cầu Giấy, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,+1-242-301-7328x0612,smithchristopher@example.com,Giáo viên,Trung học phổ thông,Độc thân,VIP,2021-02-11,,Active,713,483,0.05,SC180,29,549,286,43,250,45,False,4,6,11,2488703000,395612000,826857000,182847000,934084000,763428000,53685600,7834860,260,70,53,0.8189508235797718,Sản phẩm không như hình ảnh minh họa,5,Sản phẩm đã hết hạn sử dụng,Thẻ tín dụng,Ứng dụng điện thoại di động,True,0.2307070570051647,14,0.33,199,1,0.7882285316425344,Rất ổn định,1410000,Cho thuê,Trên 1 tỷ,673000000,1100000000,Nhà ở chính,Không,43700000,179184000,21
175,91731,Good,91731,Bình Huyền P****g,Nam,2004-02-21,"2120/80/133/227/253, Cách Mạng Tháng Tám, Phường Linh Trung, Thanh Xuân, Bình Dương, Việt Nam",Bình Dương,Việt Nam,778.373.0873x2363,krojas@example.org,Kỹ sư,Đại học,Đã kết hôn,VIP,2020-08-01,,Active,540,106,0.1,DL628,18,732,317,102,548,252,False,3,19,16,1686397000,249098000,926412000,546979000,787843000,249403000,39901500,7651220,272,18,28,0.287705910123647,Sản phẩm không hoạt động đúng cách,3,Vấn đề khác,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,False,0.7344064464145814,12,0.58,228,2,0.11040116286900636,Rất ổn định,6734000,Kinh doanh truyền thống,Trên 3 tỷ,437000000,900000000,Bất động sản thương mại,Không,46900000,550596000,5
176,47608,Good,47608,Quách Hồng T***h,Nam,2004-08-01,"1581/24/92/149/38m, Lê Thị Riêng, Phường An Hòa, Quận 1, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,(591)692-8583x3404,vhuang@example.net,Kỹ sư,Trung học phổ thông,Độc thân,VIP,2019-11-22,,Active,941,931,0.1,CS449,18,364,267,22,71,488,False,11,13,16,2186058000,546650000,840820000,449924000,496786000,520977000,92224900,1952560,236,87,1,0.5436759114186795,Vấn đề khác,14,Sản phẩm nhận không đủ số lượng,Thẻ tín dụng,Giao diện thanh toán trực tuyến trên website,False,0.07333311342613946,30,0.11,153,11,0.3240558254688608,Ổn định,3389000,Kinh doanh truyền thống,Trên 1 tỷ,907000000,700000000,Nhà ở chính,Có,5900000,216084000,16
177,65903,Good,65903,Bành Nam N*a,Nam,2000-11-05,"381/52/127/115, Nguyễn Huệ, Phường 5, Ba Đình, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,313.689.1009x71011,debratanner@example.com,Diễn viên,Đại học,Độc thân,VIP,2022-11-17,,Active,578,295,0.1,RK433,22,636,156,18,504,486,True,0,1,5,8024320000,289972000,823864000,323855000,421809000,317238000,69398000,3560600,151,20,1,0.31943668806928016,Sản phẩm không như hình ảnh minh họa,8,Sản phẩm không đúng mô tả,Thanh toán bằng QR Code,Cửa hàng trực tiếp,True,0.679724643350999,98,0.18,855,43,0.659474964294487,Rất ổn định,1793000,Kinh doanh online,Từ 300 triệu tới 1 tỷ,462000000,1400000000,Đất đai,Không,37900000,415272000,12
178,38436,Good,38436,Lục Quang N*a,Nam,1990-04-03,"2349/60/199/48/323a, Lý Chính Thắng, Phường Thảo Điền, Phúc Thọ, Bình Dương, Việt Nam",Bình Dương,Việt Nam,3352243014,dawngilbert@example.org,Kỹ sư,Đi làm,Có 2 bé,VIP,2014-05-09,,Active,584,548,0.1,KR920,32,454,81,198,298,527,True,5,10,8,8362296000,422576000,765126000,981744000,827742000,410835000,60838900,8078340,79,88,50,0.10802397131157615,Khách hàng không hài lòng với trải nghiệm mua hàng,8,Sản phẩm gửi sai,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,False,0.8434495632120669,70,0.03,13,38,0.19240252037216166,Rất ổn định,6039000,Đầu tư,Dưới 300 triệu,634000000,1100000000,Bất động sản thương mại,Có,48000000,542964000,10
179,81699,Good,81699,Tề Thắng L*n,Nữ,1988-06-20,"964/18/104/247, Trần Quang Khải, Phường 10, Sơn Tây, Hà Nội, Việt Nam",Hà Nội,Việt Nam,(372)449-1682,rebekah55@example.com,Người mẫu,Đi làm,Có 2 bé,VIP,2013-10-26,,Active,630,530,0.1,VF259,34,865,13,241,166,893,False,16,11,13,66902000,760657000,993881000,193856000,94219000,789360000,42254500,3091200,155,45,1,0.6780181385007782,Dịch vụ không chuyên nghiệp,6,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,Điểm thanh toán tự động,False,0.9699478655052723,67,0.75,785,36,0.6282077039425021,Rất ổn định,7954000,Kinh doanh truyền thống,Trên 3 tỷ,779000000,1800000000,Nhà ở chính,Có,37000000,67776000,6
180,7814,Good,7814,Lỗ Nhật N**t,Nam,1997-04-20,"2487/68/69/135P, Đường Lê Văn D, Phường Linh Chiểu, Quận Gò Vấp, Hà Nội, Việt Nam",Hà Nội,Việt Nam,+1-946-988-8488x960,martinezchristopher@example.org,Kiến trúc sư,Sinh viên,Độc thân,VIP,2014-05-29,,Active,733,424,0.1,LX988,25,814,193,101,35,166,False,22,11,18,6826790000,831267000,98457000,802137000,358786000,206139000,7257000,6141540,101,91,3,0.3297817720902132,Dịch vụ không chuyên nghiệp,14,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán bằng QR Code,Ứng dụng điện thoại di động,False,0.24091264845433458,51,0.36,704,14,0.4310203915813672,Rất ổn định,5186000,Đầu tư,Dưới 300 triệu,958000000,100000000,Căn hộ/Chung cư,Có,38900000,117132000,22
181,45786,Good,45786,Vương Hạnh H***n,Nữ,1997-04-28,"1744/529, Cống Lở, Phường 7, Phú Thọ, Cà Mau, Việt Nam",Cà Mau,Việt Nam,(587)782-7020,erodriguez@example.org,Giáo viên,Đi làm,Độc thân,VIP,2020-09-16,,Active,537,271,0.1,VF946,25,895,175,258,235,366,False,9,18,16,2715513000,392628000,330142000,606041000,374217000,201298000,22717000,561450,219,20,5,0.5577378461651753,Sản phẩm không hoạt động đúng cách,2,Vấn đề khác,Thanh toán bằng QR Code,Cổng thanh toán của bên thứ ba,False,0.32816550455210325,61,0.78,255,28,0.9224778366726814,Rất ổn định,3460000,Cho thuê,Trên 3 tỷ,847000000,1000000000,Đất đai,Không,46700000,578844000,24
182,77160,Good,77160,Lý Thanh K**i,Nam,1950-11-18,"2442/16/104/231/107, Phố Lý Thường Kiệt, Phường An Phú, Đống Đa, Hưng Yên, Việt Nam",Hưng Yên,Việt Nam,665-911-8673x8927,ryan81@example.net,Kiến trúc sư,Trung học phổ thông,Có gia đình,VIP,2017-04-21,,Active,513,420,0.1,MH378,72,398,70,278,558,237,True,22,4,2,4719225000,713389000,824177000,207856000,713957000,125529000,69887600,705550,21,25,2,0.8827361563365083,Sản phẩm không hoạt động đúng cách,2,Khách hàng không nhận được hàng,Thẻ tín dụng,Cổng thanh toán của bên thứ ba,True,0.8169822857393239,75,0.6,540,48,0.9576503279191527,Rất ổn định,8682000,Freelancer,Trên 3 tỷ,735000000,1600000000,Căn hộ/Chung cư,Không,32900000,89496000,14
